id,categoria,nivel,tags,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,cita_biblica
409,Profecías,principiante,profecia-consuelo,"¿Qué profeta comienza su mensaje con las palabras 'Consolaos, consolaos, pueblo mío', anunciando el fin del cautiverio?",Jeremías,Isaías,Ezequiel,Daniel,B,"Isaías 40 abre con el mensaje de consuelo para Israel, anunciando el fin de su tiempo de aflicción.",Isaías 40:1-2
410,Profecías,intermedio,profecia-rey-justo,¿Qué profeta menor anunció que un renuevo justo se levantaría de la casa de David para reinar con sabiduría?,Jeremías,Zacarías,Isaías,Ezequiel,A,"Jeremías profetizó sobre un renuevo justo de David que reinaría y actuaría con sabiduría, ejecutando juicio y justicia.",Jeremías 23:5
411,Profecías,avanzado,profecia-espiritu-sobre-el,¿Qué profecía anuncia que el Espíritu de Jehová reposaría sobre el Mesías con espíritu de sabiduría e inteligencia?,Isaías 11:2,Isaías 61:1,Joel 2:28,Ezequiel 36:26,A,"Isaías profetiza que sobre el vástago de Isaí reposaría el Espíritu de Jehová: espíritu de sabiduría, inteligencia, consejo y poder.",Isaías 11:1-2
412,Profecías,avanzado,profecia-año-agradable,"¿Qué profecía de Isaías leyó Jesús en la sinagoga de Nazaret, declarando que se cumplía ese día?",Isaías 61:1-2,Isaías 53:5,Isaías 7:14,Isaías 40:3,A,"Jesús leyó en la sinagoga de Nazaret la profecía sobre ungir a los pobres y proclamar el año agradable del Señor, y dijo que se cumplía en ese momento.",Isaías 61:1-2; Lucas 4:17-21
413,Profecías,experto,profecia-resurreccion-oseas,"¿Qué profeta menor anunció 'de la mano del Seol los redimiré; de la muerte los libraré', citado en relación con la victoria sobre la muerte?",Oseas,Joel,Amós,Miqueas,A,"Oseas profetizó sobre la redención de la muerte y el Seol, texto que Pablo evoca al hablar de la victoria de la resurrección.",Oseas 13:14; 1 Corintios 15:55
414,Profecías,experto,profecia-david-eterno,¿Qué profecía dada a David por medio del profeta Natán promete que su trono sería establecido para siempre?,El pacto davídico (2 Samuel 7),El pacto abrahámico,El pacto mosaico,El pacto noájico,A,"Dios prometió a David, a través de Natán, que su casa, reino y trono serían firmes para siempre.",2 Samuel 7:12-16
415,Profecías,principiante,profecia-elias-precursor,¿Qué profeta del Antiguo Testamento se profetizó que volvería antes del 'día grande y terrible de Jehová'?,Elías,Eliseo,Isaías,Ezequiel,A,Malaquías profetizó que Dios enviaría al profeta Elías antes de que viniera el día grande y terrible de Jehová.,Malaquías 4:5
416,Profecías,intermedio,profecia-egipto-refugio,¿Qué ángel advirtió a José en sueños que huyera a Egipto con el niño Jesús para escapar de Herodes?,Gabriel,Un ángel del Señor (sin nombre específico),Miguel,Rafael,B,"Un ángel del Señor se apareció a José en sueños diciéndole que huyera a Egipto, pues Herodes buscaría al niño para matarlo.",Mateo 2:13
417,Profecías,avanzado,profecia-sesenta-nueve-semanas,"Según la profecía de las setenta semanas de Daniel, ¿qué evento marca el final de las primeras sesenta y nueve semanas?",La destrucción del templo,La venida del Mesías Príncipe,El regreso del exilio,La construcción del segundo templo,B,Daniel profetiza que desde la orden de restaurar Jerusalén hasta el Mesías Príncipe habría sesenta y nueve semanas.,Daniel 9:25
418,Profecías,experto,profecia-nuevo-cielo,"¿Qué profeta anunció la creación de 'nuevos cielos y nueva tierra', tema retomado en Apocalipsis?",Isaías,Jeremías,Ezequiel,Daniel,A,"Isaías profetizó sobre nuevos cielos y nueva tierra que Dios crearía, imagen retomada en Apocalipsis 21.",Isaías 65:17; Apocalipsis 21:1
419,Profecías,principiante,profecia-buen-pastor,"¿Qué profeta usó la imagen de Dios como pastor que buscaría a sus ovejas perdidas, imagen que Jesús aplicó a sí mismo?",Ezequiel,Miqueas,Abdías,Nahúm,A,"Ezequiel profetizó que Dios mismo buscaría sus ovejas, imagen que Jesús retoma al llamarse el buen pastor.",Ezequiel 34:11-12; Juan 10:11
420,Profecías,intermedio,profecia-corazon-nuevo,"¿Qué profeta anunció que Dios daría a su pueblo 'un corazón nuevo y un espíritu nuevo', quitando el corazón de piedra?",Jeremías,Ezequiel,Isaías,Oseas,B,"Ezequiel profetizó que Dios daría un corazón nuevo, quitando el corazón de piedra y dando uno de carne.",Ezequiel 36:26
421,Genealogías,principiante,genealogia-caleb,"¿A qué tribu de Israel pertenecía Caleb, uno de los doce espías enviados a explorar Canaán?",Judá,Efraín,Benjamín,Leví,A,"Caleb, hijo de Jefone, era de la tribu de Judá y uno de los doce espías enviados por Moisés.",Números 13:6
422,Genealogías,principiante,genealogia-moises,¿A qué tribu de Israel pertenecían Moisés y Aarón?,Judá,Leví,Benjamín,Efraín,B,"Moisés y Aarón eran descendientes de Leví, la tribu sacerdotal de Israel.",Éxodo 2:1-2; 6:16-20
423,Genealogías,intermedio,genealogia-pablo,"¿A qué tribu de Israel pertenecía el apóstol Pablo, según su propio testimonio?",Judá,Benjamín,Leví,Simeón,B,"Pablo se identifica a sí mismo como hebreo de hebreos, de la tribu de Benjamín.",Filipenses 3:5
424,Genealogías,intermedio,genealogia-ana-samuel,"¿Cómo se llamaba la madre de Samuel, quien lo dedicó a Dios tras años de esterilidad?",Penina,Ana,Séfora,Mical,B,"Ana, esposa de Elcana, oró fervientemente por un hijo y luego dedicó a Samuel al servicio del tabernáculo.","1 Samuel 1:2,20,27-28"
425,Genealogías,intermedio,genealogia-elcana,"¿Cómo se llamaba la otra esposa de Elcana, rival de Ana, que sí tenía hijos?",Penina,Séfora,Mical,Rizpa,A,"Elcana tenía dos esposas: Ana, que no tenía hijos, y Penina, que sí los tenía.",1 Samuel 1:2
426,Genealogías,avanzado,genealogia-saul,¿A qué tribu de Israel pertenecía el rey Saúl?,Judá,Benjamín,Efraín,Leví,B,"Saúl era hijo de Cis, de la tribu de Benjamín, la más pequeña de las tribus de Israel.","1 Samuel 9:1-2,21"
427,Genealogías,avanzado,genealogia-david-hijos,¿Cuál de los siguientes fue hijo de David que intentó usurpar el trono antes de Salomón?,Absalón,Adonías,Amnón,Quileab,B,"Adonías, hijo de David, se proclamó rey por sí mismo antes de que Salomón fuera ungido, intentando usurpar el trono.",1 Reyes 1:5
428,Genealogías,avanzado,genealogia-jonatan,¿Quién fue el hijo de Saúl que se convirtió en el mejor amigo de David?,Is-boset,Jonatán,Merab,"Mical (su hermana, no hijo)",B,"Jonatán, hijo de Saúl, hizo un pacto de amistad con David, amándolo como a sí mismo.","1 Samuel 18:1,3"
429,Genealogías,experto,genealogia-mical,¿Cómo se llamaba la hija de Saúl que se casó con David y luego fue dada a otro hombre durante su exilio?,Merab,Mical,Rizpa,Ahinoam,B,"Mical, hija de Saúl, fue esposa de David, pero Saúl la dio después a Palti hijo de Lais mientras David huía.",1 Samuel 18:27; 25:44
430,Genealogías,experto,genealogia-timoteo,"¿De qué nacionalidad era el padre de Timoteo, colaborador de Pablo, mientras su madre y abuela eran judías creyentes?",Griego,Romano,Egipcio,Sirio,A,"Timoteo era hijo de una mujer judía creyente llamada Eunice, pero su padre era griego.",Hechos 16:1; 2 Timoteo 1:5
431,Genealogías,principiante,genealogia-cain,"¿Quién fue el hijo que Dios dio a Eva en lugar de Abel, después de que Caín lo matara?",Enós,Set,Enoc,Lamec,B,"Eva concibió y dio a luz un hijo llamado Set, diciendo que Dios le había dado otro linaje en lugar de Abel.",Génesis 4:25
432,Genealogías,intermedio,genealogia-enoc,¿Qué patriarca de la línea de Set 'caminó con Dios' y fue llevado por Dios sin experimentar la muerte?,Matusalén,Enoc,Lamec,Jared,B,"Enoc caminó con Dios y desapareció, porque le llevó Dios, sin ver muerte.",Génesis 5:24
433,Genealogías,avanzado,genealogia-noe-arca,"¿Cuántas personas en total entraron al arca de Noé, incluyendo a él y su familia?",6,8,10,4,B,"Ocho personas en total entraron al arca: Noé, su esposa, sus tres hijos y las esposas de estos.",Génesis 7:7; 1 Pedro 3:20
434,Genealogías,avanzado,genealogia-jose-hijos,"¿Cómo se llamaban los dos hijos de José, nacidos en Egipto, que se convirtieron en tribus de Israel?",Efraín y Manasés,Rubén y Simeón,Isacar y Zabulón,Gad y Aser,A,"José tuvo dos hijos en Egipto con su esposa Asenat: Manasés y Efraín, quienes fueron adoptados como hijos propios por Jacob.",Génesis 41:50-52; 48:5
435,Genealogías,experto,genealogia-judas-tamar,"¿Cómo se llamaba la nuera de Judá que dio a luz gemelos tras un engaño, siendo antepasada de David?",Rahab,Tamar,Rut,Betsabé,B,"Tamar, nuera de Judá, dio a luz a los gemelos Fares y Zara tras hacerse pasar por una ramera, y Fares es antepasado directo de David.",Génesis 38:27-30; Mateo 1:3
436,Genealogías,experto,genealogia-zorobabel,"¿A través de qué línea genealógica se conecta a Zorobabel, líder del regreso del exilio, con el linaje real de David?",A través de Salomón,A través de la línea davídica en general (detalles varían entre Mateo y Lucas),A través de Absalón,No hay conexión con David,B,"Zorobabel es presentado en las genealogías de Mateo y Lucas como descendiente de la línea real de David, aunque los detalles exactos difieren entre ambos evangelios.",Mateo 1:12-13; Lucas 3:27
437,Genealogías,principiante,genealogia-jacob-esposas,"¿Cómo se llamaban las dos esposas principales de Jacob, hermanas entre sí?",Lea y Raquel,Sara y Agar,Rebeca y Lea,Raquel y Bilha,A,"Jacob se casó con las hermanas Lea y Raquel, hijas de Labán.",Génesis 29:16-28
438,Genealogías,intermedio,genealogia-ruben,"¿Quién fue el hijo primogénito de Jacob, que perdió su primogenitura por su pecado?",Simeón,Rubén,Judá,Leví,B,"Rubén, primogénito de Jacob, perdió su derecho de primogenitura por haberse acostado con una concubina de su padre.",Génesis 49:3-4; 1 Crónicas 5:1
439,Genealogías,avanzado,genealogia-booz,"¿De qué línea familiar era Booz, el pariente redentor que se casó con Rut?","Descendiente de Judá, a través de la línea de Fares",Descendiente de Leví,Descendiente de Benjamín,Descendiente de Efraín,A,"Booz descendía de Fares, hijo de Judá, integrándose así en la línea genealógica que conduciría a David.",Rut 4:18-21
440,Genealogías,experto,genealogia-lucas-mateo,¿Cuál es una diferencia notable entre las genealogías de Jesús registradas en Mateo y Lucas?,Son idénticas en todo detalle,"Mateo traza desde Abraham hacia adelante, mientras Lucas traza desde Jesús hacia atrás hasta Adán",Lucas no incluye ninguna genealogía,Mateo omite a David por completo,B,"Mateo presenta la genealogía en orden descendente desde Abraham hasta Jesús, mientras que Lucas la presenta en orden ascendente desde Jesús hasta Adán.",Mateo 1:1-16; Lucas 3:23-38
441,Antiguo Testamento,principiante,creacion-orden,"Según Génesis 1, ¿qué creó Dios en el primer día?",Los animales,La luz,El hombre,Las plantas,B,"Dios dijo 'sea la luz', y separó la luz de las tinieblas en el primer día de la creación.",Génesis 1:3-5
442,Antiguo Testamento,principiante,primer-pecado-consecuencia,¿Qué consecuencia recibió la serpiente por engañar a Eva en el huerto del Edén?,Fue destruida inmediatamente,Fue maldecida a arrastrarse sobre su pecho,Perdió la capacidad de hablar solamente,Fue expulsada al desierto,B,"Dios maldijo a la serpiente, condenándola a arrastrarse sobre su pecho y comer polvo todos los días de su vida.",Génesis 3:14
443,Antiguo Testamento,intermedio,torre-babel,¿Qué hizo Dios para detener la construcción de la torre de Babel?,Envió un diluvio,Confundió el lenguaje de los constructores,Destruyó la torre con fuego,Envió una plaga,B,"Dios confundió el lenguaje de los hombres para que no se entendieran entre sí, dispersándolos por toda la tierra.",Génesis 11:7-8
444,Antiguo Testamento,intermedio,abraham-lot-separacion,¿Por qué se separaron Abraham y su sobrino Lot?,Por una disputa religiosa,Porque sus posesiones eran demasiado grandes para habitar juntos,Por orden directa de Dios,Porque Lot fue expulsado por robo,B,"La tierra no podía sostener a ambos por causa de la gran cantidad de ganado que tenían, por lo que decidieron separarse.",Génesis 13:6-9
445,Antiguo Testamento,avanzado,jose-hermanos-reconciliacion,¿Qué prueba les puso José a sus hermanos antes de revelarles su identidad en Egipto?,Los encarceló permanentemente,Retuvo a Simeón y exigió que trajeran a Benjamín,Los mató a todos,Los hizo esclavos de por vida,B,José retuvo a Simeón como rehén y exigió que trajeran a su hermano menor Benjamín como prueba de su honestidad.,"Génesis 42:19-20,24"
446,Antiguo Testamento,avanzado,balaam-asna,"¿Qué profeta pagano fue contratado por el rey Balac para maldecir a Israel, pero terminó bendiciéndolo?",Balaam,Job,Melquisedec,Jetro,A,"Balaam fue contratado por Balac, rey de Moab, para maldecir a Israel, pero Dios puso en su boca solo palabras de bendición.",Números 22:5-6; 23:11-12
447,Antiguo Testamento,experto,codigos-ley-levitica,¿Qué libro del Antiguo Testamento contiene principalmente las leyes ceremoniales y de santidad relacionadas con el sacerdocio?,Números,Levítico,Deuteronomio,Josué,B,"El libro de Levítico detalla las leyes relacionadas con los sacrificios, la pureza ritual y el sacerdocio levítico.",Levítico (libro completo)
448,Antiguo Testamento,principiante,josue-caleb-espias,"De los doce espías enviados a explorar Canaán, ¿cuántos dieron un informe positivo, animando a conquistar la tierra?",2,4,6,12,A,"Solo Josué y Caleb dieron un informe de fe, animando al pueblo a confiar en que Dios les daría la tierra.",Números 14:6-9
449,Antiguo Testamento,intermedio,gedeon-vellon,¿Qué señal pidió Gedeón a Dios con un vellón de lana para confirmar su llamado?,Que lloviera fuego del cielo,"Que el vellón estuviera mojado mientras la tierra alrededor estuviera seca, y luego al revés",Que se abriera el mar,Que hablara un ángel visible,B,"Gedeón pidió dos señales con un vellón de lana: primero que estuviera mojado mientras la tierra estaba seca, y luego lo contrario.",Jueces 6:36-40
450,Antiguo Testamento,avanzado,rut-booz-redencion,"En el libro de Rut, ¿qué papel legal cumplió Booz al casarse con Rut?",El de juez del pueblo,El de pariente redentor (goel),El de sumo sacerdote,El de rey temporal,B,"Booz actuó como pariente redentor (goel), cumpliendo la ley que preservaba el nombre y la herencia del esposo fallecido de Rut.",Rut 4:9-10
451,Antiguo Testamento,experto,samuel-llamado-noche,¿Cuántas veces llamó Dios a Samuel por la noche antes de que Elí comprendiera que era el Señor quien lo llamaba?,1 vez,3 veces,4 veces,7 veces,B,"Dios llamó a Samuel tres veces, y en cada ocasión el niño corrió a Elí, hasta que este comprendió que era Jehová quien llamaba.",1 Samuel 3:4-8
452,Antiguo Testamento,principiante,salomon-templo-dedicacion,"¿Qué llenó el templo de Jerusalén cuando Salomón lo dedicó, de modo que los sacerdotes no podían ministrar?",Humo de incienso solamente,La gloria (nube) de Jehová,Un terremoto,Una tormenta de arena,B,"Cuando los sacerdotes salieron del santuario, la nube llenó la casa de Jehová, y su gloria era tal que no podían ministrar.",1 Reyes 8:10-11
